-7.388099999999998317e+02,3.598062595959873278e+01
-7.466900000000000546e+02,4.414215546264950518e+01
-7.459500000000000455e+02,3.778177838293976976e+01
-7.158499999999999091e+02,4.353573883093714159e+01
-7.166899999999999409e+02,4.631645855776628906e+01
-7.345399999999999636e+02,3.367053443129385926e+01
-7.125199999999997544e+02,3.280785136383315859e+01
-7.444499999999999318e+02,1.634871724495197043e+01
-7.271499999999999773e+02,3.477352920445881068e+01
-7.193500000000000227e+02,3.732920364064320751e+01
0.000000000000000000e+00,0.000000000000000000e+00
